RSECTION	DISTRICT	CO	ID_PREFIX	ID_RTE_NO	MUNICIPALITY	MP_SUFFIX	EXIT_NUMBER	RAMP_NUMBER	D	IS_INV_DIR	BEGIN_DIR_MP	END_DIR_MP	ROAD_NAME_START	BEGIN_DESCRIPTION	END_DESCRIPTION	SECTION_LENGTH	COLL_CATEGORY	PRIORITY	GOVT_CONTROL	NHS_CODE	INV_BMP	INV_EMP	BEG_LAT	BEG_LONG	END_LAT	END_LONG	GLOBAL_ROUTE_ID	SUB_ROUTE_ID	ROUTE	TRIMROUTE	ROUTEID	MULTIPLE_BEG_INT	MULTIPLE_END_INT	RVISIKEY	ASSOCIATED_ID_PREFIX	FDIR	BEGIN_SECTION_DESC	BEGIN_SECTION_MILE_POINT	END_SECTION_DESC	END_SECTION_MILE_POINT	COLLECTION_YEAR
2097711	4	BA	RP	83	0		17	1	N	1	0	0.04	RAMP 1 FR RAMP 4 (FR IS83) TO PADONIA RD	RAMP 4 FR IS 83 NB TO PADONIA RD EB	PADONIA RD	0.04	10	2	1	1	0	0.04	39.4545892	-76.6440791	39.4553699	-76.6443567	20977	1	IS 83 E17 R1	IS 83 E17 R1	03000RP00083  02NNIS17        01	1	1	1351	IS	5					2016
2097811	4	BA	RP	83	0		17	7	N	1	0	0.19	RAMP 7 FR PADONIA RD WB TO IS 83 SB	PADONIA RD	HARRISBURG EXPWY	0.19	10	2	1	1	0	0.19	39.4541083	-76.6480024	39.4553184	-76.6478343	20978	1	IS 83 E17 R7	IS 83 E17 R7	03000RP00083  02NNIS17        07	1	1	1352	IS	5					2016
2097911	4	BA	RP	83	0		18	4	N	1	0	0.3	RAMP 4 FR IS 83 NB TO MD 943 EB	HARRISBURG EXPWY	WARREN RD (AHEAD)	0.3	10	2	1	1	0	0.3	39.467405	-76.6617729	39.4714655	-76.6601379	20979	1	IS 83 E18 R4	IS 83 E18 R4	03000RP00083  02NNIS18        04	1	1	1353	IS	5					2016
2098011	4	BA	RP	83	0		20	1	N	1	0	0.22	RAMP 1 FR RAMP 10 (IS83 NB) TO SHAWAN RD	RAMP 10 FR IS 83 NB TO IS 83 NB	SHAWAN RD	0.22	10	2	1	1	0	0.22	39.4958296	-76.6671602	39.4951946	-76.6661929	20980	1	IS 83 E20 R1	IS 83 E20 R1	03000RP00083  02NNIS20        01	1	1	1354	IS	5					2016
2098111	4	BA	RP	83	0		20	2	N	1	0	0.4	RAMP 2 FR SHAWAN RD WB TO IS 83 NB	SHAWAN RD	HARRISBURG EXPWY	0.4	10	2	1	1	0	0.4	39.4953308	-76.6625627	39.4991217	-76.6676018	20981	1	IS 83 E20 R2	IS 83 E20 R2	03000RP00083  02NNIS20        02	1	1	1355	IS	5					2016
2098211	4	BA	RP	83	0		20	4	N	1	0	0.254	RAMP 4 FR RAMP 10 TO SHAWAN RD EB	RAMP 10 FR IS 83 NB TO IS 83 NB	SHAWAN RD	0.254	10	2	1	1	0	0.254	39.4916953	-76.6666318	39.4949802	-76.6646034	20982	1	IS 83 E20 R4	IS 83 E20 R4	03000RP00083  02NNIS20        04	1	1	1356	IS	5					2016
2098311	4	BA	RP	83	0		20	7	N	1	0	0.22	RAMP 7 FR SHAWAN RD WB TO IS 83 SB	SHAWAN RD	HARRISBURG EXPWY	0.22	10	2	1	1	0	0.22	39.4950458	-76.6685281	39.4957126	-76.6675502	20983	1	IS 83 E20 R7	IS 83 E20 R7	03000RP00083  02NNIS20        07	1	1	1357	IS	5					2016
2098411	4	BA	RP	83	0		20	10	N	1	0	0.52	RAMP 10 FR IS 83 NB TO IS 83 NB	HARRISBURG EXPWY	HARRISBURG EXPWY	0.52	10	2	1	1	0	0.52	39.4893996	-76.6663434	39.4964615	-76.6673214	20984	1	IS 83 E20 R10	IS 83 E20 R10	03000RP00083  02NNIS20        10	1	1	1358	IS	5					2016
2098511	4	BA	RP	83	0		24	1	N	1	0	0.02	RAMP 1 FR RAMP 4 (FR IS83) TO BELFAST RD	RAMP 4 FR IS 83 NB TO BELFAST RD EB	BELFAST RD	0.02	10	2	1	1	0	0.02	39.54761	-76.6649292	39.5479594	-76.6648748	20985	1	IS 83 E24 R1	IS 83 E24 R1	03000RP00083  02NNIS24        01	1	1	1359	IS	5					2016
2098611	4	BA	RP	83	0		24	4	N	1	0	0.23	RAMP 4 FR IS 83 NB TO BELFAST RD EB	HARRISBURG EXPWY	BELFAST RD	0.23	10	2	1	1	0	0.23	39.5450481	-76.6664562	39.5478491	-76.6643291	20986	1	IS 83 E24 R4	IS 83 E24 R4	03000RP00083  02NNIS24        04	1	1	1360	IS	5					2016
2098711	4	BA	RP	83	0		24	6	N	1	0	0.03	RAMP 6 FR BELFAST RD TO RAMP 7 (TO IS83)	BELFAST RD	RAMP 7 FR BELFAST RD WB TO IS 83 SB	0.03	10	2	1	1	0	0.03	39.5483418	-76.6687409	39.5488077	-76.668652	20987	1	IS 83 E24 R6	IS 83 E24 R6	03000RP00083  02NNIS24        06	1	1	1361	IS	5					2016
2098811	4	BA	RP	83	0		24	7	N	1	0	0.2	RAMP 7 FR BELFAST RD WB TO IS 83 SB	BELFAST RD	HARRISBURG EXPWY	0.2	10	2	1	1	0	0.2	39.5482844	-76.6679845	39.5490282	-76.6668662	20988	1	IS 83 E24 R7	IS 83 E24 R7	03000RP00083  02NNIS24        07	1	1	1362	IS	5					2016
2098911	4	BA	RP	83	0		27	1	N	1	0	0.01	RAMP 1 FR RP 4 (FR IS83 NB) TO MD 137 WB	RAMP 4 FR IS 83 NB TO MD 137 EB	MT CARMEL RD	0.01	10	2	1	1	0	0.01	39.5911734	-76.6715536	39.5913792	-76.6714461	20989	1	IS 83 E27 R1	IS 83 E27 R1	03000RP00083  02NNIS27        01	1	1	1363	IS	5					2016
2099011	4	BA	RP	83	0		27	2	N	1	0	0.17	RAMP 2 FR MD 137 WB TO IS 83 NB	MT CARMEL RD	HARRISBURG EXPWY	0.17	10	2	1	1	0	0.17	39.5915798	-76.6721428	39.5938419	-76.671791	20990	1	IS 83 E27 R2	IS 83 E27 R2	03000RP00083  02NNIS27        02	1	1	1364	IS	5					2016
2099111	4	BA	RP	83	0		27	3	N	1	0	0.02	RAMP 3 FR MD 137 TO RAMP 2 (TO IS 83)	MT CARMEL RD	RAMP 2 FR MD 137 WB TO IS 83 NB	0.02	10	2	1	1	0	0.02	39.5916777	-76.6724963	39.5920183	-76.6724655	20991	1	IS 83 E27 R3	IS 83 E27 R3	03000RP00083  02NNIS27        03	1	1	1365	IS	5					2016
2099211	4	BA	RP	83	0		27	4	N	1	0	0.35	RAMP 4 FR IS 83 NB TO MD 137 EB	HARRISBURG EXPWY	MT CARMEL RD	0.35	10	2	1	1	0	0.35	39.587643	-76.675372	39.5913183	-76.6712171	20992	1	IS 83 E27 R4	IS 83 E27 R4	03000RP00083  02NNIS27        04	1	1	1366	IS	5					2016
2099311	4	BA	RP	83	0		31	1	N	1	0	0.04	RAMP 1 FR RAMP 4 TO MIDDLETOWN RD WB	RAMP 4 FR IS 83 NB TO MIDDLETOWN RD EB	STOP SIGN	0.04	10	2	1	1	0	0.04	39.6312783	-76.6708871	39.6319793	-76.6708175	20993	1	IS 83 E31 R1	IS 83 E31 R1	03000RP00083  02NNIS31        01	1	1	1367	IS	5					2016
2099411	4	BA	RP	83	0		31	2	N	1	0	0.32	RAMP 2 FR MIDDLETOWN RD WB TO IS 83 NB	MIDDLETOWN RD	HARRISBURG EXPWY	0.32	10	2	1	1	0	0.32	39.6318907	-76.6706058	39.6357612	-76.6714541	20994	1	IS 83 E31 R2	IS 83 E31 R2	03000RP00083  02NNIS31        02	1	1	1368	IS	5					2016
2099511	4	BA	RP	83	0		31	3	N	1	0	0.02	RAMP 3 FR MIDDLETOWN RD EB TO RAMP 2	MIDDLETOWN RD	RAMP 2 FR MIDDLETOWN RD WB TO IS 83 NB	0.02	10	2	1	1	0	0.02	39.6321083	-76.6711262	39.6324964	-76.6708981	20995	1	IS 83 E31 R3	IS 83 E31 R3	03000RP00083  02NNIS31        03	1	1	1369	IS	5					2016
2099611	4	BA	RP	83	0		31	4	N	1	0	0.21	RAMP 4 FR IS 83 NB TO MIDDLETOWN RD EB	HARRISBURG EXPWY	MIDDLETOWN RD	0.21	10	2	1	1	0	0.21	39.6289728	-76.6703414	39.6316464	-76.6700651	20996	1	IS 83 E31 R4	IS 83 E31 R4	03000RP00083  02NNIS31        04	1	1	1370	IS	5					2016
2099711	4	BA	RP	83	0		33	4	N	1	0	0.22	RAMP 4 FR MD 45 NB TO IS 83 EB	YORK RD	HARRISBURG EXPWY	0.22	10	2	1	1	0	0.22	39.6554547	-76.6535619	39.6581003	-76.6519039	20997	1	IS 83 E33 R4	IS 83 E33 R4	03000RP00083  02NNIS33        04	1	1	1371	IS	5					2016
2099811	4	BA	RP	83	0		36	1	N	1	0	0.32	RAMP 1 FR IS 83 NB TO MD 439	HARRISBURG EXPWY	OLD YORK RD	0.32	10	2	1	1	0	0.32	39.7057421	-76.64325	39.7053031	-76.6413847	20998	1	IS 83 E36 R1	IS 83 E36 R1	03000RP00083  02NNIS36        01	1	1	1372	IS	5					2016
2099911	4	BA	RP	83	0		36	2	N	1	0	0.46	RAMP 2 FR MD 439 EB TO IS 83 NB	OLD YORK RD	HARRISBURG EXPWY	0.46	10	2	1	1	0	0.46	39.7050102	-76.6399189	39.7095019	-76.6460216	20999	1	IS 83 E36 R2	IS 83 E36 R2	03000RP00083  02NNIS36        02	1	1	1373	IS	5					2016
2100011	4	BA	RP	83	0		36	3	N	1	0	0.03	RAMP 3 FR MD 439 WB TO RAMP 2 (TO IS 83)	OLD YORK RD	RAMP 2 FR MD 439 EB TO IS 83 NB	0.03	10	2	1	1	0	0.03	39.7052268	-76.6408472	39.7056385	-76.6407631	21000	1	IS 83 E36 R3	IS 83 E36 R3	03000RP00083  02NNIS36        03	1	1	1374	IS	5					2016
2100111	4	BA	RP	83	0		12	6	S	1	0	0.14	RAMP 6 FR RUXTON RD EB TO IS 83 SB	RUXTON RD	JONES FALLS EXPWY	0.14	10	2	1	1	0	0.14	39.4008818	-76.6650063	39.3989931	-76.6644761	21001	1	IS 83 E12 R6	IS 83 E12 R6	03000RP00083  02SSIS12        06	1	1	1375	IS	5					2016
2100211	4	BA	RP	83	0		12	7	S	1	0	0.01	RAMP 7 FR RUXTON RD TO RAMP 6 (TO IS 83)	RUXTON RD	RAMP 6 FR RUXTON RD EB TO IS 83 SB	0.01	10	2	1	1	0	0.01	39.4009182	-76.6647213	39.4007469	-76.6647288	21002	1	IS 83 E12 R7	IS 83 E12 R7	03000RP00083  02SSIS12        07	1	1	1376	IS	5					2016
2100311	4	BA	RP	83	0		13	3	S	1	0	0.18	RAMP 3 FR IS 83/IS 695 EB TO IS 83 NB	BALTO BELTWAY	JONES FALLS EXPWY	0.18	10	2	1	1	0	0.18	39.4117643	-76.6633892	39.4112749	-76.6634588	21003	1	IS 83 E13 R3	IS 83 E13 R3	03000RP00083  02SSIS13        03	1	1	1377	IS	5					2016
2100411	4	BA	RP	83	0		13	5	S	1	0	0.243	RAMP 5 FR IS 83 SB TO IS 695 EB	JONES FALLS EXPWY	BALTO BELTWAY	0.243	10	2	1	1	0	0.243	39.4105263	-76.6633358	39.4109322	-76.6642803	21004	1	IS 83 E13 R5	IS 83 E13 R5	03000RP00083  02SSIS13        05	1	1	1378	IS	5					2016
2100511	4	BA	RP	83	0		13	8	S	1	0	0.31	RAMP 8 FR MD 25A SB TO IS 695 WB	JONES FALLS EXPWY	BALTO BELTWAY	0.31	10	2	1	1	0	0.31	39.4126643	-76.6644986	39.4089314	-76.6667636	21005	1	IS 83 E13 R8	IS 83 E13 R8	03000RP00083  02SSIS13        08	1	1	1379	IS	5					2016
2100611	4	BA	RP	83	0		14	5	S	1	0	0.61	RAMP 5 FR IS 83 SB TO IS 695 EB	HARRISBURG EXPWY	BALTO BELTWAY	0.61	10	2	1	1	0	0.61	39.4228998	-76.6387492	39.4176157	-76.6314053	21006	1	IS 83 E14 R5	IS 83 E14 R5	03000RP00083  02SSIS14        05	1	1	1380	IS	5					2016
2100711	4	BA	RP	83	0		16	3	S	1	0	0.13	RAMP 3 FR TIMONIUM RD EB TO IS 83 NB	TIMONIUM RD	HARRISBURG EXPWY	0.13	10	2	1	1	0	0.13	39.4382592	-76.6332935	39.437183	-76.6335064	21007	1	IS 83 E16 R3	IS 83 E16 R3	03000RP00083  02SSIS16        03	1	1	1381	IS	5					2016
2100811	4	BA	RP	83	0		16	5	S	1	0	0.023	RAMP 5 FR RAMP 8 TO TIMONIUM RD	RAMP 8 FR IS 83 SB TO TIMONIUM RD WB	TIMONIUM RD	0.023	10	2	1	1	0	0.023	39.4380872	-76.6350294	39.4378264	-76.6349306	21008	1	IS 83 E16 R5	IS 83 E16 R5	03000RP00083  02SSIS16        05	1	1	1382	IS	5					2016
2100911	4	BA	RP	83	0		16	6	S	1	0	0.19	RAMP 6 FR TIMONIUM RD EB TO IS 83 SB	TIMONIUM RD	HARRISBURG EXPWY	0.19	10	2	1	1	0	0.19	39.4377629	-76.6351766	39.4353676	-76.6337057	21009	1	IS 83 E16 R6	IS 83 E16 R6	03000RP00083  02SSIS16        06	1	1	1383	IS	5					2016
2101011	4	BA	RP	83	0		16	8	S	1	0	0.2	RAMP 8 FR IS 83 SB TO TIMONIUM RD WB	HARRISBURG EXPWY	TIMONIUM RD	0.2	10	2	1	1	0	0.2	39.4405029	-76.6345687	39.4377031	-76.6354508	21010	1	IS 83 E16 R8	IS 83 E16 R8	03000RP00083  02SSIS16        08	1	1	1384	IS	5					2016
2101111	4	BA	RP	83	0		17	5	S	1	0	0.02	RAMP 5 FR RAMP 8 (FR IS83) TO PADONIA RD	RAMP 8 FR IS 83 SB TO PADONIA RD WB	PADONIA RD	0.02	10	2	1	1	0	0.02	39.4540987	-76.6491329	39.4537577	-76.6489225	21011	1	IS 83 E17 R5	IS 83 E17 R5	03000RP00083  02SSIS17        05	1	1	1385	IS	5					2016
2101211	4	BA	RP	83	0		17	6	S	1	0	0.3	RAMP 6 FR PADONIA RD EB TO IS 83 SB	PADONIA RD	HARRISBURG EXPWY	0.3	10	2	1	1	0	0.3	39.4541697	-76.6478558	39.4524555	-76.6428805	21012	1	IS 83 E17 R6	IS 83 E17 R6	03000RP00083  02SSIS17        06	1	1	1386	IS	5					2016
2101311	4	BA	RP	83	0		18	7	S	1	0	0.76	RAMP 7 FR MD 943 WB TO IS 83 SB	START OF INVENTORY	HARRISBURG EXPWY	0.76	10	2	1	1	0	0.76	39.4716123	-76.6603126	39.4626221	-76.6590227	21013	1	IS 83 E18 R7	IS 83 E18 R7	03000RP00083  02SSIS18        07	0	1	1387	IS	5					2016
2101411	4	BA	RP	83	0		20	3	S	1	0	0.15	RAMP 3 FR SHAWAN RD EB TO RAMP 10	SHAWAN RD	RAMP 10 FR IS 83 NB TO IS 83 NB	0.15	10	2	1	1	0	0.15	39.4948738	-76.6667347	39.494179	-76.6669457	21014	1	IS 83 E20 R3	IS 83 E20 R3	03000RP00083  02SSIS20        03	1	1	1388	IS	5					2016
2101511	4	BA	RP	83	0		20	5	S	1	0	0.22	RAMP 5 FR IS 83 SB TO SHAWAN RD EB	HARRISBURG EXPWY	SHAWAN RD	0.22	10	2	1	1	0	0.22	39.4941795	-76.6673475	39.4947727	-76.6684191	21015	1	IS 83 E20 R5	IS 83 E20 R5	03000RP00083  02SSIS20        05	1	1	1389	IS	5					2016
2101611	4	BA	RP	83	0		20	6	S	1	0	0.35	RAMP 6 FR SHAWAN RD EB TO IS 83 SB	SHAWAN RD	HARRISBURG EXPWY	0.35	10	2	1	1	0	0.35	39.4947519	-76.6715145	39.4912911	-76.6669655	21016	1	IS 83 E20 R6	IS 83 E20 R6	03000RP00083  02SSIS20        06	1	1	1390	IS	5					2016
2101711	4	BA	RP	83	0		20	8	S	1	0	0.32	RAMP 8 FR IS 83 TO SB SHAWAN RD WB	HARRISBURG EXPWY	SHAWAN RD	0.32	10	2	1	1	0	0.32	39.4989557	-76.66792	39.4949547	-76.6712057	21017	1	IS 83 E20 R8	IS 83 E20 R8	03000RP00083  02SSIS20        08	1	1	1391	IS	5					2016
2101811	4	BA	RP	83	0		20	9	S	1	0	0.04	RAMP 9 FR SHAWAN RD TO RAMP 6 (TO IS 83)	SHAWAN RD	RAMP 6 FR SHAWAN RD EB TO IS 83 SB	0.04	10	2	1	1	0	0.04	39.4949737	-76.6698285	39.4940942	-76.6700471	21018	1	IS 83 E20 R9	IS 83 E20 R9	03000RP00083  02SSIS20        09	1	1	1392	IS	5					2016
2101911	4	BA	RP	83	0		24	2	S	1	0	0.03	RAMP 2 FR BELFAST RD TO RAMP 3 (TO IS83)	BELFAST RD	RAMP 3 FR BELFAST RD EB TO IS 83 NB	0.03	10	2	1	1	0	0.03	39.547971	-76.6649594	39.5474771	-76.6650443	21019	1	IS 83 E24 R2	IS 83 E24 R2	03000RP00083  02SSIS24        02	1	1	1393	IS	5					2016
2102011	4	BA	RP	83	0		24	3	S	1	0	0.2	RAMP 3 FR BELFAST RD EB TO IS 83 NB	BELFAST RD	HARRISBURG EXPWY	0.2	10	2	1	1	0	0.2	39.548062	-76.6658428	39.5473019	-76.6665135	21020	1	IS 83 E24 R3	IS 83 E24 R3	03000RP00083  02SSIS24        03	1	1	1394	IS	5					2016
2102111	4	BA	RP	83	0		24	5	S	1	0	0.02	RAMP 5 FR RAMP 8 (FR IS83) TO BELFAST RD	RAMP 8 FR IS 83 SB TO BELFAST RD WB	BELFAST RD	0.02	10	2	1	1	0	0.02	39.5488142	-76.6693814	39.5484042	-76.6694733	21021	1	IS 83 E24 R5	IS 83 E24 R5	03000RP00083  02SSIS24        05	1	1	1395	IS	5					2016
2102211	4	BA	RP	83	0		24	8	S	1	0	0.27	RAMP 8 FR IS 83 SB TO BELFAST RD WB	HARRISBURG EXPWY	BELFAST RD	0.27	10	2	1	1	0	0.27	39.5512225	-76.6667118	39.5484984	-76.6703116	21022	1	IS 83 E24 R8	IS 83 E24 R8	03000RP00083  02SSIS24        08	1	1	1396	IS	5					2016
2102311	4	BA	RP	83	0		27	5	S	1	0	0.02	RAMP 5 FR RAMP 8 (FR IS 83) TO MD 137	RAMP 8 FR IS 83 SB TO MD 137 WB	MT CARMEL RD	0.02	10	2	1	1	0	0.02	39.5928005	-76.6750468	39.5925501	-76.6752381	21023	1	IS 83 E27 R5	IS 83 E27 R5	03000RP00083  02SSIS27        05	1	1	1397	IS	5					2016
2102411	4	BA	RP	83	0		27	6	S	1	0	0.27	RAMP 6 FR MD 137 EB TO IS 83 SB	MT CARMEL RD	HARRISBURG EXPWY	0.27	10	2	1	1	0	0.27	39.5923657	-76.6746509	39.5886679	-76.6751944	21024	1	IS 83 E27 R6	IS 83 E27 R6	03000RP00083  02SSIS27        06	1	1	1398	IS	5					2016
2102511	4	BA	RP	83	0		27	7	S	1	0	0.02	RAMP 7 FR MD 137 TO RAMP 6 (TO IS 83)	MT CARMEL RD	RAMP 6 FR MD 137 EB TO IS 83 SB	0.02	10	2	1	1	0	0.02	39.5922016	-76.6741274	39.591814	-76.6743522	21025	1	IS 83 E27 R7	IS 83 E27 R7	03000RP00083  02SSIS27        07	1	1	1399	IS	5					2016
2102611	4	BA	RP	83	0		27	8	S	1	0	0.25	RAMP 8 FR IS 83 SB TO MD 137 WB	HARRISBURG EXPWY	MT CARMEL RD	0.25	10	2	1	1	0	0.25	39.5943095	-76.6715952	39.5927117	-76.6756859	21026	1	IS 83 E27 R8	IS 83 E27 R8	03000RP00083  02SSIS27        08	1	1	1400	IS	5					2016
2102811	4	BA	RP	83	0		31	6	S	1	0	0.26	RAMP 6 FR MIDDLETOWN RD EB TO IS 83 SB	MIDDLETOWN RD	HARRISBURG EXPWY	0.26	10	2	1	1	0	0.26	39.6330033	-76.6737855	39.6296706	-76.6711049	21028	1	IS 83 E31 R6	IS 83 E31 R6	03000RP00083  02SSIS31        06	1	1	1401	IS	5					2016
2102911	4	BA	RP	83	0		31	7	S	1	0	0.02	RAMP 7 FR MIDDLETOWN RD WB TO RAMP 6	MIDDLETOWN RD	RAMP 6 FR MIDDLETOWN RD EB TO IS 83 SB	0.02	10	2	1	1	0	0.02	39.6327895	-76.6730482	39.6323938	-76.6732091	21029	1	IS 83 E31 R7	IS 83 E31 R7	03000RP00083  02SSIS31        07	1	1	1402	IS	5					2016
2103011	4	BA	RP	83	0		31	8	S	1	0	0.43	RAMP 8 FR IS 83 SB TO MIDDLETOWN RD	HARRISBURG EXPWY	MIDDLETOWN RD	0.43	10	2	1	1	0	0.43	39.6381874	-76.6706448	39.6333329	-76.6750475	21030	1	IS 83 E31 R8	IS 83 E31 R8	03000RP00083  02SSIS31        08	1	1	1403	IS	5					2016
2103111	4	BA	RP	83	0		33	8	S	1	0	0.317	RAMP 8 FR MD 45 SB TO IS 83 WB	YORK RD	HARRISBURG EXPWY	0.317	10	2	1	1	0	0.317	39.6594767	-76.6528013	39.655311	-76.6560826	21031	1	IS 83 E33 R8	IS 83 E33 R8	03000RP00083  02SSIS33        08	1	1	1404	IS	5					2016
2103211	4	BA	RP	83	0		36	5	S	1	0	0.3	RAMP 5 FR IS 83 SB TO MD 439	HARRISBURG EXPWY	OLD YORK RD	0.3	10	2	1	1	0	0.3	39.7050466	-76.6431679	39.7052217	-76.6451307	21032	1	IS 83 E36 R5	IS 83 E36 R5	03000RP00083  02SSIS36        05	1	1	1405	IS	5					2016
2103311	4	BA	RP	83	0		36	6	S	1	0	0.42	RAMP 6 FR MD 439 EB TO IS 83 SB	OLD YORK RD	HARRISBURG EXPWY	0.42	10	2	1	1	0	0.42	39.705184	-76.6457043	39.7005553	-76.640976	21033	1	IS 83 E36 R6	IS 83 E36 R6	03000RP00083  02SSIS36        06	1	1	1406	IS	5					2016
2103411	4	BA	RP	83	0		36	7	S	1	0	0.02	RAMP 7 FR MD 439 WB TO RAMP 6 (TO IS 83)	OLD YORK RD	RAMP 6 FR MD 439 EB TO IS 83 SB	0.02	10	2	1	1	0	0.02	39.7052138	-76.6452554	39.7049086	-76.6452383	21034	1	IS 83 E36 R7	IS 83 E36 R7	03000RP00083  02SSIS36        07	1	1	1407	IS	5					2016
2103511	4	BA	RP	83	0		37	3	S	1	0	0.23	RAMP 3 FR FREELAND RD EB TO IS 83 NB	FREELAND RD	HARRISBURG EXPWY	0.23	10	2	1	1	0	0.23	39.7196172	-76.6525234	39.7185433	-76.6526771	21035	1	IS 83 E37 R3	IS 83 E37 R3	03000RP00083  02SSIS37        03	1	1	1408	IS	5					2016
2103611	4	BA	RP	83	0		37	8	S	1	0	0.14	RAMP 8 FR IS 83 SB TO FREELAND RD WB	HARRISBURG EXPWY	STOP SIGN	0.14	10	2	1	1	0	0.14	39.7205867	-76.654567	39.7187055	-76.654965	21036	1	IS 83 E37 R8	IS 83 E37 R8	03000RP00083  02SSIS37        08	1	1	1409	IS	5					2016
2103711	4	BA	RP	83	0		13	7	W	1	0	0.92	RAMP 7 FR IS 83/IS 695 WB TO IS 83 SB	BALTO BELTWAY	JONES FALLS EXPWY	0.92	10	2	1	1	0	0.92	39.4156162	-76.6595041	39.4051573	-76.6619683	21037	1	IS 83 E13 R7	IS 83 E13 R7	03000RP00083  02WWIS13        07	1	1	1410	IS	5					2016
2103811	4	BA	RP	83	0		14	3	W	1	0	0.23	RAMP 3 FR IS 83/IS 695 EB TO IS 83 NB	BALTO BELTWAY	BALTO BELTWAY	0.23	10	2	1	1	0	0.23	39.4205869	-76.6439933	39.4197796	-76.6401613	21038	1	IS 83 E14 R3	IS 83 E14 R3	03000RP00083  02WWIS14        03	1	1	1411	IS	5					2016
2103911	4	BA	RP	83	0		17	8	W	1	0	0.24	RAMP 8 FR IS 83 SB TO PADONIA RD WB	HARRISBURG EXPWY	PADONIA RD	0.24	10	2	1	1	0	0.24	39.456885	-76.6505463	39.453607	-76.6495029	21039	1	IS 83 E17 R8	IS 83 E17 R8	03000RP00083  02WWIS17        08	1	1	1412	IS	5					2016
2104011	4	BA	RP	83	0		33	1	W	1	0	0.02	RAMP 1 FR MD 45 NB TO RAMP 8 (TO IS 83)	YORK RD	RAMP 8 FR MD 45 SB TO IS 83 WB	0.02	10	2	1	1	0	0.02	39.6582265	-76.6532628	39.6582238	-76.6536181	21040	1	IS 83 E33 R1	IS 83 E33 R1	03000RP00083  02WWIS33        01	1	1	1413	IS	5					2016
2104111	4	BA	RP	83	0		33	2	W	1	0	0.15	RAMP 2 FR IS 83 WB TO MD 45 NB	HARRISBURG EXPWY	YORK RD	0.15	10	2	1	1	0	0.15	39.6613539	-76.6507315	39.6600705	-76.6523974	21041	1	IS 83 E33 R2	IS 83 E33 R2	03000RP00083  02WWIS33        02	1	1	1414	IS	5					2016
2104211	4	BA	RP	95	0		47	1	E	1	0	0.35	RAMP 1 FR RAMP 4 (FR IS 95 NB) TO IS 195	RAMP 4 FR IS 95 NB TO IS 195 EB	METROPOLITAN BLVD	0.35	10	2	1	1	0	0.35	39.2327465	-76.7095055	39.2369031	-76.710918	21042	1	IS 95 E47 R1	IS 95 E47 R1	03000RP00095  02EEIS47        01	1	0	1415	IS	5					2016
2104311	4	BA	RP	95	0		47	4	E	1	0	0.596	RAMP 4 FR IS 95 NB TO IS 195 EB	NO NAME	METROPOLITAN BLVD	0.596	10	2	1	1	0	0.596	39.2303014	-76.7139002	39.2315777	-76.7047507	21043	1	IS 95 E47 R4	IS 95 E47 R4	03000RP00095  02EEIS47        04	1	1	1416	IS	5					2016
2104411	4	BA	RP	95	0		49	4	E	1	0	0.42	RAMP 4 FR IS 95 NB TO IS 695 EB	NO NAME	BALTO BELTWAY	0.42	10	2	1	1	0	0.42	39.2474186	-76.6841295	39.2472804	-76.6764068	21044	1	IS 95 E49 R4	IS 95 E49 R4	03000RP00095  02EEIS49        04	1	1	1417	IS	5					2016
2104511	4	BA	RP	95	0		64	3	E	1	0	1.11	RAMP 3 FR RP 6 (FR IS695 EB) TO IS 95 NB	START OF INVENTORY		1.11	10	2	1	1	0	1.11	39.3557715	-76.5017654	39.355978	-76.4863656	21045	1	IS 95 E64 R3	IS 95 E64 R3	03000RP00095  02EEIS64        03	0		1418	IS	5					2016
2104611	4	BA	RP	95	0		64	6	E	1	0	1.305	RAMP 6 FR IS 695 EB TO IS 95 SB	START OF INVENTORY		1.305	10	2	1	1	0	1.305	39.3590132	-76.5041145	39.3449118	-76.5095631	21046	1	IS 95 E64 R6	IS 95 E64 R6	03000RP00095  02EEIS64        06	0		1419	IS	5					2016
2104811	4	BA	RP	95	0		47	2	N	1	0	0.49	RAMP 2 FR IS 195 WB TO IS 95 NB	METROPOLITAN BLVD	NO NAME	0.49	10	2	1	1	0	0.49	39.2326733	-76.7058968	39.2381894	-76.7055868	21048	1	IS 95 E47 R2	IS 95 E47 R2	03000RP00095  02NNIS47        02	1	1	1420	IS	5					2016
2104911	4	BA	RP	95	0		47	6	N	1	0	0.394	RAMP 6 FR IS 195 EB TO IS 95 SB	METROPOLITAN BLVD	NO NAME	0.394	10	2	1	1	0	0.394	39.2378138	-76.7123097	39.232427	-76.7129551	21049	1	IS 95 E47 R6	IS 95 E47 R6	03000RP00095  02NNIS47        06	1	1	1421	IS	5					2016
2105011	4	BA	RP	95	0		49	1	N	1	0	0.43	RAMP 1 FR IS 95 NB TO RAMP 8 (TO IS 695)	NO NAME	RAMP 8 FR IS 95 SB TO IS 695 WB	0.43	10	2	1	1	0	0.43	39.2503741	-76.6789157	39.2545228	-76.682201	21050	1	IS 95 E49 R1	IS 95 E49 R1	03000RP00095  02NNIS49        01	1	1	1422	IS	5					2016
